status;raw_title;search_title;author_hint;best_title;best_subtitle;best_authors;best_publisher;best_isbn;best_year;best_page_count;source_name;source_url;confidence;source_query
sem-match-forte;"PELOS CAMINHOS DA MEDIUNIDADE SERENA";"PELOS CAMINHOS DA MEDIUNIDADE SERENA";;"A complexidade da prática mediúnica";;"Waldehir Bezerra de Almeida";"FEB Editora";9788594660138;2021;339;"Google Books";https://play.google.com/store/books/details?id=scdOEAAAQBAJ&source=gbs_api;0.3380;"PELOS CAMINHOS DA MEDIUNIDADE SERENA"
sem-match-forte;"PERTURBAÇÃO ESPIRITUAL";"PERTURBAÇÃO ESPIRITUAL";;"CONHEÇA O ESPIRITISMO";;DIVERSOS;"Editora Auta de Souza";9788586104411;;105;"Google Books";https://play.google.com/store/books/details?id=mqYjEAAAQBAJ&source=gbs_api;0.3460;"PERTURBAÇÃO ESPIRITUAL"
sem-match-forte;"Qual é o o seu legado?";"Qual é o o seu legado?";;"Qual é o seu legado?";"Compromisso, entrega e autodescobrimento";"Marlon Reikdal";"Vozes Nobilis";9786557137109;2022;87;"Google Books";https://play.google.com/store/books/details?id=-N6fEAAAQBAJ&source=gbs_api;0.6745;"Qual é o o seu legado?"
sem-match-forte;"REAVALIANDO VERDADES DISTORCIDAS";"REAVALIANDO VERDADES DISTORCIDAS";;"Van Gogh";"A vida";"Gregory White Smith, Steven Naifeh";"Editora Companhia das Letras";9788580865110;2012;1180;"Google Books";https://play.google.com/store/books/details?id=rfunBAAAQBAJ&source=gbs_api;0.2111;"REAVALIANDO VERDADES DISTORCIDAS"
revisar;RELIGIÃO;RELIGIÃO;;"Religião para ateus";;"Alain de Botton";"Editora Intrinseca";9788580571271;2012;340;"Google Books";https://play.google.com/store/books/details?id=K3pciLbKLxEC&source=gbs_api;0.8274;"intitle:""RELIGIÃO"""
sem-match-forte;"REUNIÕES MEDIÚNICAS - 10ª EDIÇÃO";"REUNIÕES MEDIÚNICAS - 10ª EDIÇÃO";;"Reuniões Mediúnicas - Projeto Manoel Philomeno de Miranda";;"Manoel Philomeno de Miranda, João Neves, Nilo Calazans, João Ferraz";;9786586256123;2021;0;"Google Books";http://books.google.com.br/books?id=W8r6zwEACAAJ&dq=REUNI%C3%95ES+MEDI%C3%9ANICAS+-+10%C2%AA+EDI%C3%87%C3%83O&hl=&as_pt=BOOKS&source=gbs_api;0.5693;"REUNIÕES MEDIÚNICAS - 10ª EDIÇÃO"
sem-match-forte;"REUNIÕES MEDIÚNICAS - 11ª EDIÇÃO";"REUNIÕES MEDIÚNICAS - 11ª EDIÇÃO";;"Reuniões Mediúnicas - Projeto Manoel Philomeno de Miranda";;"Manoel Philomeno de Miranda, João Neves, Nilo Calazans, João Ferraz";;9786586256123;2021;0;"Google Books";http://books.google.com.br/books?id=W8r6zwEACAAJ&dq=REUNI%C3%95ES+MEDI%C3%9ANICAS+-+11%C2%AA+EDI%C3%87%C3%83O&hl=&as_pt=BOOKS&source=gbs_api;0.5693;"REUNIÕES MEDIÚNICAS - 11ª EDIÇÃO"
sem-match-forte;"Revista Espirita 1962 - Ano v";"Revista Espirita 1962 - Ano v";;Revista;;;;;1961;480;"Google Books";http://books.google.com.br/books?id=f9xgRsUbtjYC&dq=Revista+Espirita+1962+-+Ano+v&hl=&as_pt=BOOKS&source=gbs_api;0.4113;"Revista Espirita 1962 - Ano v"
sem-match-forte;"Revista Espirita 1964 - Ano VII";"Revista Espirita 1964 - Ano VII";;"Revista letras";;;;;1983;256;"Google Books";http://books.google.com.br/books?id=KDP7230L0ScC&dq=Revista+Espirita+1964+-+Ano+VII&hl=&as_pt=BOOKS&source=gbs_api;0.3644;"Revista Espirita 1964 - Ano VII"
sem-match-forte;"Revista Espirita 1965 - Ano VIII";"Revista Espirita 1965 - Ano VIII";;"Revista de saude publica";;;;;2008;568;"Google Books";http://books.google.com.br/books?id=36tRAQAAIAAJ&dq=Revista+Espirita+1965+-+Ano+VIII&hl=&as_pt=BOOKS&source=gbs_api;0.3745;"Revista Espirita 1965 - Ano VIII"
sem-match-forte;"Revista Espirita 1966 - Ano IX";"Revista Espirita 1966 - Ano IX";;"Revista portuguesa de filosofia";"Suplemento bibliográfico";;;;1970;398;"Google Books";http://books.google.com.br/books?id=bDsoAQAAMAAJ&dq=Revista+Espirita+1966+-+Ano+IX&hl=&as_pt=BOOKS&source=gbs_api;0.3417;"Revista Espirita 1966 - Ano IX"
sem-match-forte;"Revista Espirita 1967 - Ano X";"Revista Espirita 1967 - Ano X";;"Revista de ciências históricas";;;;;1996;916;"Google Books";http://books.google.com.br/books?id=1QckAQAAIAAJ&dq=Revista+Espirita+1967+-+Ano+X&hl=&as_pt=BOOKS&source=gbs_api;0.3806;"Revista Espirita 1967 - Ano X"
sem-match-forte;"Revista Espirita 1968 - Ano XI";"Revista Espirita 1968 - Ano XI";;"Odisea nº 12: Revista de estudios ingleses";;"Nobel-Augusto Perdu Honeyman";"Universidad Almería";;2015;371;"Google Books";http://books.google.com.br/books?id=mo_dCgAAQBAJ&dq=Revista+Espirita+1968+-+Ano+XI&hl=&as_pt=BOOKS&source=gbs_api;0.3096;"Revista Espirita 1968 - Ano XI"
sem-match-forte;"Revista Espirita 1969 - Ano XII";"Revista Espirita 1969 - Ano XII";;"Guide to Microforms in Print";"Author, title";;;;2009;1416;"Google Books";http://books.google.com.br/books?id=2oFBAQAAIAAJ&dq=Revista+Espirita+1969+-+Ano+XII&hl=&as_pt=BOOKS&source=gbs_api;0.2126;"Revista Espirita 1969 - Ano XII"
sem-match-forte;"REVOLUÇÃO ESPÍRITA";"REVOLUÇÃO ESPÍRITA";;"The Chinese National Spirit";"The Core of a Spiritual Home";"Kang Ouyang";Springer;9789811039157;2017;214;"Google Books";https://play.google.com/store/books/details?id=BqqoDgAAQBAJ&source=gbs_api;0.1843;"REVOLUÇÃO ESPÍRITA"
sem-match-forte;"RINDO E REFLETINDO COM A HISTÓRIA";"RINDO E REFLETINDO COM A HISTÓRIA";;"Humanização e educação integral refletindo sobre as rotas alternativas";;"Patrícia Unger Raphael Bataglia, Cristiane Paiva Alves, Alessandra de Morais, Amanda Delgado Ribeiro de Souza, Ana Claudia Saladini, Aparecida Freitas da Silva Moreira, Camila Aparecida da Silva, Carla Chiari, Dirce Crepaldi, Emerson da Silva dos Santos, Graziella Diniz Borges, Juliana Freire Bidóia, Kadrige Rodrigues de Araújo, Lucas Guilherme Tetzlaff de Gerone, Maíra de Oliveira Martins, Maria Luíza Aparecida de Jesus, Marina Pimenta Diniz, Marcos Rogerio Silvestri Vaz Pinto, Maria Goretti Aguiar Alencar, Matheus Estevão Ferreira da Silva, Mila Zeiger Pedroso, Paula Pedroso, Paulo M. Verussa, Priscila Siqueira Said, Rogério Melo de Sena Costa, Sabrina Sacoman Campos Alves, Susan Andrews, Valdo José Cavallet";"Editora Oficina Universitária";9786559540075;2020;374;"Google Books";http://books.google.com.br/books?id=970yEAAAQBAJ&dq=RINDO+E+REFLETINDO+COM+A+HIST%C3%93RIA&hl=&as_pt=BOOKS&source=gbs_api;0.3915;"RINDO E REFLETINDO COM A HISTÓRIA"
sem-match-forte;"RINDO E REFLETINDO COM CHICO XAVIER";"RINDO E REFLETINDO COM CHICO XAVIER";;"Chico Xavier, o homem e o médium";;;"EDICEI of America";9788579451485;;318;"Google Books";http://books.google.com.br/books?id=2ATDmQKgfg0C&dq=RINDO+E+REFLETINDO+COM+CHICO+XAVIER&hl=&as_pt=BOOKS&source=gbs_api;0.4155;"RINDO E REFLETINDO COM CHICO XAVIER"
sem-match-forte;"RINDO E REFLETINDO COM CHICO XAVIER VOL. II";"RINDO E REFLETINDO COM CHICO XAVIER VOL. II";;"O pensamento de Richard Simonetti";;"Raymundo R. Espelho";"Correio Fraterno";9786586480221;2021;131;"Google Books";https://play.google.com/store/books/details?id=w_gvEAAAQBAJ&source=gbs_api;0.1323;"RINDO E REFLETINDO COM CHICO XAVIER VOL. II"
sem-match-forte;"SE VOCÊ NÃO SE CURAR DO QUE TE FERIU, IRÁ SANGRAR EM CIMA DE QUEM NÃO TE MACHUCOU";"SE VOCÊ NÃO SE CURAR DO QUE TE FERIU, IRÁ SANGRAR EM CIMA DE QUEM NÃO TE MACHUCOU";;"Desvendando o Código do Amor";#DescomplicandoRelacionamento;"Aparecida Mendes da Silva, Clayton Carneiro de França";"Editora Dialética";9786587401287;2020;161;"Google Books";https://play.google.com/store/books/details?id=8mz6DwAAQBAJ&source=gbs_api;0.2342;"SE VOCÊ NÃO SE CURAR DO QUE TE FERIU"
sem-match-forte;"sob as CINZAS do TEMPO";"sob as CINZAS do TEMPO";;"Dispersos, 1887-1930: Lume sob cinzas";;"Raul Brandão";;;2006;196;"Google Books";http://books.google.com.br/books?id=1xArAQAAIAAJ&dq=sob+as+CINZAS+do+TEMPO&hl=&as_pt=BOOKS&source=gbs_api;0.3695;"sob as CINZAS do TEMPO"
sem-match-forte;"Socialismo e Espiritismo - Nova Edição";"Socialismo e Espiritismo - Nova Edição";;"Espiritismo & cultura";"elementos de história, teologia e antropologia";"Marcus Alberto de Mario";;;2002;88;"Google Books";http://books.google.com.br/books?id=u_ZYAAAAMAAJ&dq=Socialismo+e+Espiritismo+-+Nova+Edi%C3%A7%C3%A3o&hl=&as_pt=BOOKS&source=gbs_api;0.3853;"Socialismo e Espiritismo - Nova Edição"
sem-match-forte;"Socio Efetivo";"Socio Efetivo";;"Posse de Altimar de Alencar Pimentel [como sócio efetivo do Instituto Histórico e Geográfico Paraibano] - (Saudação do consócio Guilherme Gomes da Silveira d'Avila Lins ao novo sócio)";;"Guilherme Gomes da Silveira d'Avila Lins";;;2002;;"Open Library";https://openlibrary.org/works/OL5768217W;0.4648;"Socio Efetivo"
sem-match-forte;"SONHOS MENSAGENS DA ALMA";"SONHOS MENSAGENS DA ALMA";;"Psicologia Da Alma";;"Joshua David Stone";"Editora Pensamento";9788531510731;1999;280;"Google Books";http://books.google.com.br/books?id=ASjD1JvnJ2IC&dq=SONHOS+MENSAGENS+DA+ALMA&hl=&as_pt=BOOKS&source=gbs_api;0.5443;"SONHOS MENSAGENS DA ALMA"
sem-match-forte;"TERAPIA HOLÍSTICA ALLYANA";"TERAPIA HOLÍSTICA ALLYANA";;"Manual De Terapia Holística";;"Fernando Silvério Duarte Pereira";"Clube de Autores";;2026;242;"Google Books";https://play.google.com/store/books/details?id=s-u1EQAAQBAJ&source=gbs_api;0.6587;"TERAPIA HOLÍSTICA ALLYANA"
sem-match-forte;"TRIUNFO DA IMORTALIDADE";"TRIUNFO DA IMORTALIDADE";;"Alegria e Triunfo II";"Crie seu Próprio Destino";"Lourenço Prado";"Editora Pensamento";9788531516412;2014;147;"Google Books";https://play.google.com/store/books/details?id=VK7XSEqF8EwC&source=gbs_api;0.4002;"TRIUNFO DA IMORTALIDADE"
sem-match-forte;"UM ENCONTRO COM JESUS - DIVALDO PEREIRA FRANCO";"UM ENCONTRO COM JESUS - DIVALDO PEREIRA FRANCO";;"Criança sob um Novo Prisma, A";;"Comissão de Evangelização Infantil";"Editora Auta de Souza";9788586104930;;243;"Google Books";https://play.google.com/store/books/details?id=KJUoEAAAQBAJ&source=gbs_api;0.2954;"UM ENCONTRO COM JESUS - DIVALDO PEREIRA FRANCO"
sem-match-forte;"UM, TRÁGICO EQUÍVOCO";"UM, TRÁGICO EQUÍVOCO";;"Um teto todo seu";;"Virginia Woolf";Antofágica;9786586490527;2022;231;"Google Books";https://play.google.com/store/books/details?id=O4nhEAAAQBAJ&source=gbs_api;0.5978;"intitle:""UM"""
sem-match-forte;"Uma Vida Bipolar";"Uma Vida Bipolar";;"Transtorno Bipolar II - de Um Diagnóstico Triste a Uma Vida Feliz";;"Evelyn Tomson, Henrique Molina";;;2021;;"Open Library";https://openlibrary.org/works/OL28437940W;0.5370;"Uma Vida Bipolar"
sem-match-forte;"VENDAS LANCHONETE";"VENDAS LANCHONETE";;"As 7 descobertas para construir uma poderosa máquina de vendas";;"JOSE LUIZ TEJON";"Editora Gente Liv e Edit Ltd";9788573126747;;156;"Google Books";http://books.google.com.br/books?id=5iNXVWTaOoAC&dq=VENDAS+LANCHONETE&hl=&as_pt=BOOKS&source=gbs_api;0.2842;"VENDAS LANCHONETE"
sem-match-forte;"Vida Feliz Capa Dura";"Vida Feliz Capa Dura";;"Bíblia Aventura para crianças, NVI, Capa dura com fechamento em ímã, Tigre";;"Thomas Nelson Brasil";"Thomas Nelson Brasil";9786552174970;2025;3124;"Google Books";https://play.google.com/store/books/details?id=XKCNEQAAQBAJ&source=gbs_api;0.3535;"Vida Feliz Capa Dura"
