sku;slug;title;subtitle;author_name;publisher_name;isbn;barcode;edition_label;volume_number;volume_label;publication_year;page_count;language;description;sale_price;stock_minimum;status;location_label;category_name;genre_name;collection_name;source_name;source_url;confidence;raw_title;search_title;author_hint
CEDE-LIV-0052;a-vinganca-do-judeu-52;"A vingança do judeu";;"Vera Kryzhanovskaia, John Wilmot Rochester";"Editora EME LTDA EPP";9788566805994;9788566805994;;;;2016;465;;"Uma tradução mais aprimorada, uma linguagem ao mesmo tempo moderna e fiel ao original – é assim que se apresenta esta nova edição de A vingança do judeu, um dos maiores best-sellers do autor J. W. Rochester, mestre na arte de tecer insólitas tramas e de descrever com detalhes os personagens, seus sentimentos e a trama em que se envolvem. Escrita num estilo forte, vivo e nobre, esta obra conta a história de um rico banqueiro judeu que se apaixona por uma condessa cristã, mas que, por sua origem e religião, é impedido de ficar com sua amada. Ele, então, lança mão de um subterfúgio que irá marcar toda a sua trajetória e a dos outros personagens, numa sucessão de eventos em que se alternam manifestações de egoísmo e de amor, mas que deixam entrever, ao fundo, os sentimentos sublimes da fé e do perdão. O desenrolar da trama nos mostra a influência benéfica que uma nova visão de mundo, o espiritismo, à época ainda em seu início, pode trazer para as relações entre as pessoas e para as grandes decisões que a vida requer.";;;active;;;;;"Google Books";https://play.google.com/store/books/details?id=KKWwDQAAQBAJ&source=gbs_api;1.0000;"A VINGANÇA DO JUDEU";"A VINGANÇA DO JUDEU";
CEDE-LIV-0053;a-abadia-dos-beneditinos-53;"A Abadia Dos Beneditinos";;"J. W. Rochester, Wera Krijanowskaia";;9788573600896;9788573600896;;;;;;;;;;active;;;;;"Google Books";http://books.google.com.br/books?id=TN40NQEACAAJ&dq=intitle:%22ABADIA+DOS+BENEDITINOS%22&hl=&as_pt=BOOKS&source=gbs_api;0.9730;"ABADIA DOS BENEDITINOS";"ABADIA DOS BENEDITINOS";
CEDE-LIV-0055;acao-e-reacao-55;"Ação e reação";;"Francisco Cândido Xavier, André Luiz (Espírito)";"FEB Editora";9788573288537;9788573288537;;;;2021;291;;;;;active;;;;;"Google Books";https://play.google.com/store/books/details?id=j4omDwAAQBAJ&source=gbs_api;1.0000;"AÇÃO E REAÇÃO";"AÇÃO E REAÇÃO";
CEDE-LIV-0060;adolescencia-causa-da-in-felicidade-60;"Adolescência Causa da (IN) Felicidade";;"Francisco do Espírito Santo Neto";"Boa Nova";9786586374223;9786586374223;;;;2022;201;;"Voltado para pais e adolescentes, este é um livro que leva à reflexão sobre as transformações vividas pelos jovens nesta etapa da vida, tão repleta de novidades. A obra contribui com o trabalho e os esforços dos pais no desenvolvimento de seus filhos.";;;active;;;;;"Google Books";https://play.google.com/store/books/details?id=xWinEAAAQBAJ&source=gbs_api;1.0000;"ADOLESCENCIA CAUSA DA (IN) FELICIDADE";"ADOLESCENCIA CAUSA DA (IN) FELICIDADE";
CEDE-LIV-0061;adolescencia-e-vida-61;"Adolescência e Vida";;"Divaldo Pereira Franco, Joanna de Ângelis";;9788561879891;9788561879891;;;;2002;;;"Torna-se urgente o compromisso de um reestudo por parte dos pais e educadores em relação à conduta moral que deve ser ministrada às gerações novas, a fim de evitar a grande derrocada da cultura e da civilização, que se encontram no aborto mais sombrio da sua história. Assim sendo, apresentamos ao caro leitor vários temas relacionados com a adolescência, a fim de contribuir de alguma forma com a palpitante questão que está desafiando principalmente os pais na maneira de conduzir os jovens, escreve o espírito Joanna de Ângelis, através do médium Divaldo Pereira Franco";;;active;;;;;"Google Books";http://books.google.com.br/books?id=xK7-zwEACAAJ&dq=intitle:%22ADOLESC%C3%8ANCIA+E+VIDA%22&hl=&as_pt=BOOKS&source=gbs_api;1.0000;"ADOLESCÊNCIA E VIDA";"ADOLESCÊNCIA E VIDA";
CEDE-LIV-0064;agenda-crista-64;"Agenda Crista";;"Francisco Cândido Xavier";;9781936547159;9781936547159;;;;2013;;;;;;active;;;;;"Google Books";http://books.google.com.br/books?id=Ga_EngEACAAJ&dq=intitle:%22Agenda+Crista%22&hl=&as_pt=BOOKS&source=gbs_api;1.0000;"Agenda Crista";"Agenda Crista";
CEDE-LIV-0068;alimentacao-e-espiritismo-68;"Alimentação e espiritismo";;"Rodrigo Cavalcanti de Azambuja";"Editora EME";9786555431308;9786555431308;;;;2024;133;;"Autor do livro Animais e espiritismo, Rodrigo Azambuja agora nos apresenta este seu estudo, trazendo ao leitor algumas considerações acerca de nossa alimentação na Terra, enfatizando a urgência na mudança de nossos hábitos alimentares, tendo em vista a necessidade de nossa readaptação no mundo espiritual, quando de nosso retorno à verdadeira vida. Analisando o tema à luz da doutrina espírita, o autor mostra aspectos da alimentação na Bíblia, nos povos antigos, nas diversas culturas e religiões; traz uma reflexão sobre o tema relacionando-o à mediunidade, à influência espiritual, à caridade e também alerta sobre o perigo da gula e do desperdício, que proporcionam escassez aos pratos de outros habitantes do planeta. Em se tratando de alimentação, principalmente valendo-se da carne animal, moderação e bom-senso devem ser palavras de ordem, porque quanto mais grosseira e viciosa nossa alimentação, mais penosa será nossa realidade espiritual. O prefácio, Agradável de ler, foi feito por Orson Peter Carrara, escritor, palestrante e jornalista com atuação em revistas, jornais, rádio, TV e redes sociais, que diz: ""quando abri o arquivo, já não consegui parar, efetuando a leitura num único fôlego, face ao caráter agradabilíssimo da obra"".";;;active;;;;;"Google Books";https://play.google.com/store/books/details?id=UskeEQAAQBAJ&source=gbs_api;1.0000;"ALIMENTAÇÃO E ESPIRITISMO";"ALIMENTAÇÃO E ESPIRITISMO";
CEDE-LIV-0069;allan-kardec-o-educador-e-o-codificador-69;"Allan Kardec: o educador e o codificador";;"Zêus Wantuil, Francisco Thiesen, Zêus Wantuil (Organizador)";"FEB Editora";9788594662828;9788594662828;;;;2021;619;;"Allan Kardec – O educador e o codificador traz a mais completa biobibliografia do Codificador do Espiritismo. De elaboração minuciosa, resultado de árdua pesquisa, fornece uma visão da personalidade intelectual e moral de Hippolyte Léon Denizard Rivail e sua obra como educador emérito. Enfoca temas como nascimento, formação escolar, influência de Pestalozzi, o apoio de madame Rivail, formação profissional, fertilidade pedagógica, diplomas e recompensas e tantos outros. Ressalta a competência moral e intelectual de Rivail na grandiosa obra que realizou como apóstolo da renovação humana, sob o pseudônimo de Allan Kardec.";;;active;;;;;"Google Books";https://play.google.com/store/books/details?id=sdyRDwAAQBAJ&source=gbs_api;0.9837;"ALLAN KARDEC - O EDUCADOR E CODIFICADOR";"ALLAN KARDEC - O EDUCADOR E CODIFICADOR";
CEDE-LIV-0070;allan-kardec-o-educador-e-o-codificador-70;"Allan Kardec: o educador e o codificador";;"Zêus Wantuil, Francisco Thiesen, Zêus Wantuil (Organizador)";"FEB Editora";9788594662828;9788594662828;;;;2021;619;;"Allan Kardec – O educador e o codificador traz a mais completa biobibliografia do Codificador do Espiritismo. De elaboração minuciosa, resultado de árdua pesquisa, fornece uma visão da personalidade intelectual e moral de Hippolyte Léon Denizard Rivail e sua obra como educador emérito. Enfoca temas como nascimento, formação escolar, influência de Pestalozzi, o apoio de madame Rivail, formação profissional, fertilidade pedagógica, diplomas e recompensas e tantos outros. Ressalta a competência moral e intelectual de Rivail na grandiosa obra que realizou como apóstolo da renovação humana, sob o pseudônimo de Allan Kardec.";;;active;;;;;"Google Books";https://play.google.com/store/books/details?id=sdyRDwAAQBAJ&source=gbs_api;1.0000;"Allan Kardec: O educador e o Codificador";"Allan Kardec: O educador e o Codificador";
CEDE-LIV-0075;amanhecer-de-uma-nova-era-75;"Amanhecer de uma Nova Era";;"Divaldo Pereira Franco, Manoel Philomeno de Miranda";;9788582661901;9788582661901;;;;2018;;;"Com este título promissor – 'Amanhecer de uma nova era' –, o nobre Espírito Manoel Philomeno de Miranda, referindo-se à transição planetária pela qual passa o nosso planeta, não só do ponto de vista geológico, mas especialmente no que diz respeito aos aspectos moral e espiritual, esclarece-nos que espíritos evoluídos procedentes de outras dimensões descem às sombras da Terra atendendo ao apelo de Jesus, a fim de contribuírem em benefício dos seus irmãos da retaguarda, no grande e decisivo momento em que poderão ascender a outros planos para fruírem as bênçãos da harmonia cósmica. Este é o momento decisivo de nossas vidas! Ouçamos o que tem a dizer o nosso querido amigo Manoel Philomeno de Miranda, e aprendamos a lidar com a realidade que nos aguarda no limiar dessa Nova Era, repleta de expectativas e esperanças.";;;active;;;;;"Google Books";http://books.google.com.br/books?id=0tD4zwEACAAJ&dq=intitle:%22AMANHECER+DE+UMA+NOVA+ERA%22&hl=&as_pt=BOOKS&source=gbs_api;1.0000;"AMANHECER DE UMA NOVA ERA";"AMANHECER DE UMA NOVA ERA";
CEDE-LIV-0076;amor-a-dois-76;"AMOR A DOIS";"OS RELACIONAMENTOS AFETIVOS NA VISÃO SISTÊMICA E ESPÍRITA";"Andrei Moreira";"Associação Médico Espírita de Minas Gerais";;;;;;2019;277;;"Este livro é uma colcha de retalhos produzida com reflexões e experiências, no campo do conhecimento sistêmico da constelação familiar e do conhecimento espírita. É uma coletânea sintética de temas psicológicos, sistêmicos e afetivos, que se mostram continuamente necessários e úteis na vida daqueles que desejam ter ou manter um amor a dois sustentado nos vínculos profundos que alimentem o coração.";;;active;;;;;"Google Books";https://play.google.com/store/books/details?id=kICrDwAAQBAJ&source=gbs_api;1.0000;"Amor a Dois - Os Relacionamentos Afetivos na Visão Sistêmica e Espírita";"Amor a Dois - Os Relacionamentos Afetivos na Visão Sistêmica e Espírita";
CEDE-LIV-0077;amor-e-odio-77;"Amor e ódio";;"Yvonne do Amaral Pereira, Charles (Espírito)";"FEB Editora";9788573288414;9788573288414;;;;2021;368;;"Neste dramático romance de Yvonne A. Pereira, somos apresentados ao drama vivido pelo fidalgo Gaston de Saint-Pierre, que sofre uma injusta condenação ao ser acusado de crimes que não cometera. No entanto, ao alcançar a compreensão das lições divinas, por meio da leitura de O livro dos espíritos, obra dada por seu professor Denizard Rivail, o codificador Allan Kardec, o personagem encontra energia, apoio e esperança em sua caminhada. Amor e ódio é uma emocionante leitura e nos brinda com uma expressiva história de coragem, fé e confiança na Justiça divina.";;;active;;;;;"Google Books";https://play.google.com/store/books/details?id=71AmDwAAQBAJ&source=gbs_api;1.0000;"AMOR E ÓDIO";"AMOR E ÓDIO";
CEDE-LIV-0078;amor-e-sexualidade-masculino-e-78;"Amor E Sexualidade - Masculino E";;"Lourdes Conde Feitosa";Annablume;9788574195452;9788574195452;;;;2005;180;;;;;active;;;;;"Google Books";http://books.google.com.br/books?id=fpG-g5IXcnoC&dq=intitle:%22AMOR+E+SEXUALIDADE%22&hl=&as_pt=BOOKS&source=gbs_api;0.9250;"AMOR E SEXUALIDADE";"AMOR E SEXUALIDADE";
CEDE-LIV-0079;amor-imbativel-amor-79;"Amor, Imbatível Amor";;"Divaldo Pereira Franco, Joanna de Ângelis";;9788561879839;9788561879839;;;;2002;;;"O amor sob várias angulações, desde a visão de Reich, com a sua proposta de prazer, passando pelos modernos psicólogos humanistas e transpessoais, culminando com a visão espírita libertadora e ideal. No gênero, é o mais oportuno e profundo livro apresentado pelo Espiritismo, através da mediunidade de Divaldo Pereira Franco.";;;active;;;;;"Google Books";http://books.google.com.br/books?id=yTr-zwEACAAJ&dq=intitle:%22AMOR,+IMBAT%C3%8DVEL+AMOR%22&hl=&as_pt=BOOKS&source=gbs_api;1.0000;"AMOR, IMBATÍVEL AMOR";"AMOR, IMBATÍVEL AMOR";
